Company,Funding ($M),OTE,Segment,HQ,Remote,RepVue,Industry,Job Posting URL,Date Added,Posted,Location,Status
Synthesia,,,MM/Ent,"London, UK",Hybrid (NYC primary; Austin/Denver considere,,AI video generation / B2B SaaS,https://jobs.ashbyhq.com/synthesia/11cac93d-fea6-4f22-add1-d4e3bb904b94,2026-07-15,2024-03-27,Denver,Verified
Grata,,"$250,000-$300,000",Ent,"New York, NY",NYC,,B2B SaaS — private markets/deal-sourcing data platform,https://datasite.wd1.myworkdayjobs.com/datasite/job/USA---NY---New-York-City---Grata/Strategic-Account-Executive_R35997,2026-07-15,,NYC,Needs check
Grata,,"$250,000-$300,000",Ent,"New York, NY",NYC,,B2B SaaS — private markets/deal-sourcing data platform,https://datasite.wd1.myworkdayjobs.com/en-US/datasite/job/Enterprise-Account-Executive---Grata_R36121,2026-07-15,,SF,Needs check
Dremio,,,MM,"Santa Clara, CA","Location field: New York, NY; posting also c",,B2B SaaS — data lakehouse / analytics platform,https://job-boards.greenhouse.io/dremio/jobs/7578193003,2026-07-15,2026-01-12,NYC,Verified
Dremio,,,Ent,"Santa Clara, CA","Location field: New York, NY; tagged ""#LI-Ne",,B2B SaaS — data lakehouse / analytics platform,https://job-boards.greenhouse.io/dremio/jobs/7626153003,2026-07-15,2026-02-10,NYC,Verified
Dremio,,,MM,"Santa Clara, CA","Location field is generic ""United States"" (n",,B2B SaaS — data lakehouse / analytics platform,https://job-boards.greenhouse.io/dremio/jobs/7708552003,2026-07-15,2026-04-24,Remote,Verified
Nitra,,,Ent,"New York, NY","No — hybrid, not Remote-US",,Healthcare fintech / practice-management software,https://jobs.lever.co/nitra/84b20f45-86e1-4b19-b36e-0dce4086ab6b,2026-07-15,,NYC,Verified
Braze,,"$148,000-$223,000",MM,"New York City, NY",SF,,Customer engagement / marketing SaaS platform,https://job-boards.greenhouse.io/braze/jobs/8039627?gh_jid=8039627,2026-07-15,2026-07-14,SF,Verified
Braze,,"$148,000-$223,000",MM,"New York City, NY",NYC,,Customer engagement / marketing SaaS platform,https://job-boards.greenhouse.io/braze/jobs/8039626?gh_jid=8039626,2026-07-15,2026-07-14,NYC,Verified
Braze,,"$235,000-$270,000",Ent,"New York City, NY",NYC,,Customer engagement / marketing SaaS platform,https://job-boards.greenhouse.io/braze/jobs/8027072?gh_jid=8027072,2026-07-15,2026-07-14,NYC,Verified
Braze,,"$235,000-$270,000",Ent,"New York City, NY",SF,,Customer engagement / marketing SaaS platform,https://job-boards.greenhouse.io/braze/jobs/8027079?gh_jid=8027079,2026-07-15,2026-07-14,SF,Verified
Vercel,,"$221,000 - $300,000",MM,"San Francisco, CA","Hybrid, no fixed cadence stated",,B2B SaaS - web infrastructure / developer platform,https://job-boards.greenhouse.io/vercel/jobs/5042166004,2026-07-15,,NYC,Verified
Vercel,,"$290,000 - $340,000",Ent,"San Francisco, CA","Hybrid, no fixed cadence stated",,B2B SaaS - web infrastructure / developer platform,https://job-boards.greenhouse.io/vercel/jobs/5042174004,2026-07-15,,NYC,Verified
Vercel,,"$280,000 - $330,000",Ent,"San Francisco, CA","Hybrid, no fixed cadence stated",,B2B SaaS - web infrastructure / developer platform,https://job-boards.greenhouse.io/vercel/jobs/6112143004,2026-07-15,,NYC,Verified
Salesforce,,,MM,"San Francisco, CA",No (NYC office-based/hybrid; posting also li,,CRM / B2B SaaS,https://careers.salesforce.com/en/jobs/jr279827/commercial-account-executive-agentforce/,2026-07-15,,NYC,Needs check
Salesforce,,,MM/Ent,"San Francisco, CA","No (also lists SF, Denver, Chicago, Dallas, ",,CRM / B2B SaaS,https://careers.salesforce.com/en/jobs/jr332959/commercial-emerging-enterprise-account-executive-consumer-business-services/,2026-07-15,,NYC,Needs check
Salesforce,,,MM/Ent,"San Francisco, CA","No (also lists SF, Denver, Chicago, Dallas, ",,CRM / B2B SaaS,https://careers.salesforce.com/en/jobs/jr332964/commercial-emerging-enterprise-account-executive-tech-media/,2026-07-15,,NYC,Needs check
Salesforce,,,MM,"San Francisco, CA",No (also lists SF plus several state-qualifi,,CRM / B2B SaaS,https://careers.salesforce.com/en/jobs/jr327901/informatica-account-executive-commercial/,2026-07-15,,NYC,Needs check
Salesforce,,,MM/Ent,"San Francisco, CA","No (also lists SF, Denver, Chicago, Atlanta,",,CRM / B2B SaaS,https://careers.salesforce.com/en/jobs/jr295490/commercial-enterprise-account-executive-partner-cloud-prm-channel-revenue-management/,2026-07-15,,NYC,Needs check
Salesforce,,,MM,"San Francisco, CA","No (also lists SF, Denver, Chicago, Washingt",,CRM / B2B SaaS,https://careers.salesforce.com/en/jobs/jr323787/named-account-executive-mid-market-non-profit/,2026-07-15,,NYC,Needs check
Merge,,"$180,000 - $221,000 OTE",MM,"San Francisco, CA","No (dual-listed NYC/SF, no remote option sta",,B2B SaaS — unified API / integration platform for developers,https://jobs.ashbyhq.com/merge/633161e8-8f54-4eea-9d04-af504d7717d3,2026-07-15,2025-12-02,NYC,Verified
Merge,,"$270,000 - $300,000 OTE",Ent,"San Francisco, CA","No (dual-listed NYC/SF, no remote option sta",,B2B SaaS — unified API / integration platform for developers,https://jobs.ashbyhq.com/merge/004efee5-a044-48ef-8aaa-51a24df9f7c7,2026-07-15,2026-02-12,NYC,Verified
Motive,,"$230,000 - $300,000",Ent,"San Francisco, CA",US-Remote,,B2B SaaS - fleet/physical operations management,https://job-boards.greenhouse.io/gomotive/jobs/7812320002,2026-07-15,,Remote,Verified
Motive,,"$230,000 - $300,000",Ent,"San Francisco, CA",US-Remote (territory AL/AR/KY/LA/MS/TN),,B2B SaaS - fleet/physical operations management,https://job-boards.greenhouse.io/gomotive/jobs/7812327002,2026-07-15,,Remote,Verified
Motive,,"$230,000 - $300,000",Ent,"San Francisco, CA",US-Remote,,B2B SaaS - fleet/physical operations management,https://job-boards.greenhouse.io/gomotive/jobs/7812301002,2026-07-15,,Remote,Verified
Motive,,"$230,000 - $300,000",Ent,"San Francisco, CA",US-Remote (must reside AZ/NV/ID),,B2B SaaS - fleet/physical operations management,https://job-boards.greenhouse.io/gomotive/jobs/7812339002,2026-07-15,,Remote,Verified
Motive,,"$230,000 - $300,000",Ent,"San Francisco, CA",US-Remote (territory CT/MA/ME/NH/OH/RI/VT),,B2B SaaS - fleet/physical operations management,https://job-boards.greenhouse.io/gomotive/jobs/8404846002,2026-07-15,,Remote,Verified
Motive,,"$230,000 - $300,000",Ent,"San Francisco, CA",US-Remote (West Coast: CA/OR/WA),,B2B SaaS - fleet/physical operations management,https://job-boards.greenhouse.io/gomotive/jobs/7812348002,2026-07-15,,Remote,Verified
Numeric,,$250K–$350K + Equity,MM,"San Francisco, CA",SF,,B2B SaaS,https://jobs.ashbyhq.com/numeric/bb1e6e52-c4cb-4ea8-a1a1-63fa16fea268,2026-07-15,2026-04-29,SF,Verified
ServiceNow,,,Ent,"Santa Clara, CA","No (California/Bay Area required, 30-50% tra",,Enterprise SaaS / Digital Workflow Software,https://careers.servicenow.com/jobs/744000137769909/senior-crm-account-executive-enterprise-technology/,2026-07-15,2026-07-15,SF,Verified
ServiceNow,,,Ent,"Santa Clara, CA",Flexible or Remote (NY-based territory),,Enterprise SaaS / Digital Workflow Software,https://careers.servicenow.com/jobs/744000137189553/sr-crm-account-executive/,2026-07-15,2026-07-10,NYC,Verified
Pendo,,$280K-$320K OTE,Ent,"Raleigh, NC","Hybrid, 3 days/week in-office cadence stated",,B2B SaaS,https://job-boards.greenhouse.io/pendo/jobs/8433607002,2026-07-15,,SF,Verified
Pendo,,$280K-$320K OTE,Ent,"Raleigh, NC","Hybrid, 3 days/week in-office cadence stated",,B2B SaaS,https://job-boards.greenhouse.io/pendo/jobs/8425466002,2026-07-15,,NYC,Verified
Brex,,"$208,000 - $230,000",MM,"San Francisco, CA",SF,,Fintech / B2B SaaS,https://www.brex.com/careers/7704415002?gh_jid=7704415002,2026-07-15,,SF,Verified
Brex,,"$208,000 - $230,000",MM,"San Francisco, CA",NYC,,Fintech / B2B SaaS,https://www.brex.com/careers/7704444002?gh_jid=7704444002,2026-07-15,,NYC,Verified
Brex,,"$185,320 - $231,650",Ent,"San Francisco, CA",NYC,,Fintech / B2B SaaS,https://www.brex.com/careers/8502529002,2026-07-15,,NYC,Verified
Brex,,"$294,000 - $325,000",Ent,"San Francisco, CA",NYC,,Fintech / B2B SaaS,https://www.brex.com/careers/7732133002?gh_jid=7732133002,2026-07-15,,NYC,Verified
Brex,,"$294,000 - $325,000",Ent,"San Francisco, CA",SF,,Fintech / B2B SaaS,https://www.brex.com/careers/7732107002?gh_jid=7732107002,2026-07-15,,SF,Verified
Melio,,,MM,"New York, NY",NYC,,B2B payments / fintech SaaS,https://job-boards.greenhouse.io/melio/jobs/7689383003,2026-07-15,,NYC,Verified
Checkr,,"$258,000 - $304,000 USD",Ent,"San Francisco, CA",In-office 3+ days/week at hub (SF); not Remo,,B2B SaaS - Background Check / People Infrastructure Platform,https://job-boards.greenhouse.io/checkr/jobs/8027310,2026-07-15,2026-06-24,SF,Verified
Checkr,,,Ent,"San Francisco, CA","Listed as Remote-US and SF, but posting stat",,B2B SaaS - Background Check / People Infrastructure Platform,https://job-boards.greenhouse.io/checkr/jobs/8052671,2026-07-15,2026-07-10,Remote,Verified
Intercom,,"$226,000-$270,000",MM,"San Francisco, CA / Dublin, Ireland",SF,,B2B SaaS / AI customer service,https://job-boards.greenhouse.io/intercom/jobs/7862786,2026-07-15,,SF,Verified
Gravitee,,$270K,Ent,"Lille, France / Denver, CO",Denver,,API management / event streaming / AI governance platform,https://graviteetopcoltd.teamtailor.com/jobs/7649873-enterprise-account-executive-noram,2026-07-15,,Denver,Verified
ID.me,,,Ent,"McLean, VA / Mountain View, CA",SF,,Digital identity verification / B2B SaaS,https://job-boards.greenhouse.io/idme/jobs/7661521003,2026-07-15,,SF,Verified
ID.me,,$280K-$320K,Ent,"McLean, VA / Mountain View, CA",SF,,Digital identity verification / B2B SaaS,https://job-boards.greenhouse.io/idme/jobs/7675014003,2026-07-15,,SF,Verified
Airbyte,,$260K OTE + equity + commission,MM,"San Francisco, CA",SF,,B2B SaaS / Data Infrastructure,https://jobs.ashbyhq.com/airbyte/7c1bedbb-16af-46b8-9e05-b51653580845,2026-07-15,2026-07-07,SF,Verified
Klaviyo,,,Ent,"Boston, MA",Office-based (NYC),,B2B SaaS,https://www.klaviyo.com/careers/jobs/7529251003?gh_jid=7529251003,2026-07-15,2025-11-14,NYC,Verified
Klaviyo,,,Ent,"Boston, MA",Office-based (SF),,B2B SaaS,https://www.klaviyo.com/careers/jobs/7602220003?gh_jid=7602220003,2026-07-15,2026-01-23,SF,Verified
Klaviyo,,,Ent,"Boston, MA",Office-based (Denver),,B2B SaaS,https://www.klaviyo.com/careers/jobs/7602221003?gh_jid=7602221003,2026-07-15,2026-01-23,Denver,Verified
Klaviyo,,,MM/Ent,"Boston, MA","Hybrid, 3 days/week in SF office",,B2B SaaS,https://www.klaviyo.com/careers/jobs/7624147003?gh_jid=7624147003,2026-07-15,2026-02-09,SF,Verified
Klaviyo,,,MM/Ent,"Boston, MA",Hybrid (ATS location = NYC; NOTE: JD body te,,B2B SaaS,https://www.klaviyo.com/careers/jobs/7720001003?gh_jid=7720001003,2026-07-15,2026-04-29,NYC,Verified
Klaviyo,,,MM/Ent,"Boston, MA",Hybrid (ATS location = Denver; NOTE: JD body,,B2B SaaS,https://www.klaviyo.com/careers/jobs/7624149003?gh_jid=7624149003,2026-07-15,2026-02-09,Denver,Verified
Rokt,,"$167,000 - $307,000 total target comp",Ent,"New York, NY",No - explicit in-office cadence stated (NYC ,,Ecommerce / Adtech,https://apply.workable.com/rokt/j/B944CEB662/,2026-07-15,2026-03-30,NYC,Verified
Rokt,,"$267,000 - $307,000 total target comp",Ent,"New York, NY",No - explicit in-office cadence stated (NYC ,,Ecommerce technology / SaaS / Adtech,https://apply.workable.com/rokt/j/C05E420835/,2026-07-15,2026-02-23,NYC,Verified
Aviso AI,,,Ent,"Redwood City, CA",Yes,,Revenue Intelligence SaaS,https://www.aviso.com/careers/us/account-executive-1,2026-07-16,2026-07-15,Remote,Needs check
Black Duck,,,Ent,"Burlington, MA",Y,,Application security / DevSecOps SaaS,https://job-boards.greenhouse.io/blackduck/jobs/5209227008,2026-07-16,2026-05-06,Remote,Verified
Black Duck,,,Ent,"Burlington, MA",Y,,Application security / DevSecOps SaaS,https://job-boards.greenhouse.io/blackduck/jobs/5209221008,2026-07-16,,Remote,Verified
Black Duck,,,Ent,"Burlington, MA",Y,,Application security / DevSecOps SaaS,https://job-boards.greenhouse.io/blackduck/jobs/5223645008,2026-07-16,,Remote,Verified
Black Duck,,,Ent,"Burlington, MA",Y,,Application security / DevSecOps SaaS,https://job-boards.greenhouse.io/blackduck/jobs/5226171008,2026-07-16,,Remote,Verified
Greenhouse Software,,,Ent,"New York, NY",Anywhere in the United States (remote-first),,Talent acquisition SaaS,https://job-boards.greenhouse.io/greenhouse/jobs/7752517?gh_jid=7752517,2026-07-15,2026-04-03,Remote,Verified
Constructor,,,MM,"San Francisco, CA","Remote - United States; JD states ""Fully rem",,Ecommerce search / discovery SaaS,https://jobs.ashbyhq.com/constructor/32820fdf-c309-4fa3-9884-6bec472ae3d8,2026-07-15,2026-05-26,Remote,Verified
FOSSA,,"$240,000-$300,000",MM/Ent,"San Francisco, CA",US Remote,,OSS license / security compliance SaaS,https://job-boards.greenhouse.io/fossainc/jobs/7802728003,2026-07-15,2026-07-15,Remote,Verified
Action1,,,MM,,"Remote, United States (remote-first; no in-o",,Cybersecurity / endpoint management SaaS,https://apply.workable.com/j/0BC9333256,2026-07-15,,Remote,Verified
Workday,,,MM,"Pleasanton, CA","Remote (US), Flex Work: ~50% time/quarter in",,HCM / ERP SaaS,https://workday.wd5.myworkdayjobs.com/en-US/Workday/job/Medium-Enterprise-Account-Executive---Professional-Business-Services_JR-0107132,2026-07-15,,Remote,Needs check
Alloy,,"$300,000-$350,000",Ent,"New York, NY",Remote (US); NYC-local staff hybrid Tue-Thu ,,Identity / fraud SaaS (fintech),https://www.alloy.com/about/jobs/detail?gh_jid=7656028002,2026-07-15,2024-09-25,Remote,Verified
Glia,,,Ent,"New York, NY","Yes - ""Hiring Remotely"" / ""In-Office or Remo",,AI customer service SaaS,https://jobs.ashbyhq.com/glia/e4b0720a-a292-4666-af7e-4b4e1225be1a,2026-07-15,,Remote,Needs check
Saviynt,,,Ent,,Territory-based field sales (NY Metro/NJ) — ,,Identity governance SaaS,https://jobs.lever.co/saviynt/66a68936-3a41-4dd9-9bd8-481fe9b848da,2026-07-15,,Remote,Needs check
Cloudflare,public,$234K-$321K,MM,"San Francisco, CA",NYC or Boston metro (hybrid; NYC/NE territory),,Network security / CDN / Zero Trust SaaS,https://boards.greenhouse.io/cloudflare/jobs/7872031?gh_jid=7872031,2026-07-16,2026-04-30,NYC,Verified
Cloudflare,public,$244K-$336K,MM,"San Francisco, CA",SF Bay Area (hybrid),,Network security / CDN / Zero Trust SaaS,https://boards.greenhouse.io/cloudflare/jobs/7867139?gh_jid=7867139,2026-07-16,2026-05-01,SF,Verified
HG Insights,,,MM,"Santa Barbara, CA",Y,,Tech intelligence SaaS (B2B sales & marketing),https://job-boards.greenhouse.io/hginsights/jobs/7772288003,2026-07-16,2026-06-17,Remote,Verified
NexHealth,,$200-250K,Ent,"San Francisco, CA",Y,,Healthcare practice management SaaS,https://job-boards.greenhouse.io/nexhealth/jobs/5597810004,2026-07-16,2025-07-24,Remote,Verified
Litify,,,Ent,"New York, NY",Y,,Legal SaaS (legal ops on Salesforce),https://job-boards.greenhouse.io/litify/jobs/8068120,2026-07-16,2026-07-15,Remote,Verified
BlueCat,,"$260,000-$300,000",Ent,"Toronto, ON",Y,,Network intelligence / DNS SaaS,https://jobs.lever.co/bluecatnetworks/46a7b55a-2888-4626-b5f4-5b1050b93252,2026-07-16,2025-01-04,NYC,Verified
Extend,,"$250,000",Ent,"San Francisco, CA",No (SF Bay Area; 3 days/week in office),,Warranty/protection SaaS,https://job-boards.greenhouse.io/extend/jobs/5708089004,2026-07-16,2025-11-13,SF,Verified
FORT Robotics,,,Ent,"Philadelphia, PA","Remote-US (regional residency required, ~30-",,Physical AI - safety & control systems (serves robotics/AMR/automation,https://job-boards.greenhouse.io/fortrobotics/jobs/4694374005,2026-07-16,,Remote,Verified
FORT Robotics,,,Ent,"Philadelphia, PA","Remote-US (30-40% regional travel, periodic ",,Physical AI - safety & control systems (serves robotics/AMR/automation,https://job-boards.greenhouse.io/fortrobotics/jobs/4698357005,2026-07-16,,Remote,Verified
Fictiv,,"$125,000",MM,"San Francisco / Oakland, CA",Remote-US,,Physical AI - on-demand manufacturing platform serving robotics/hardwa,https://job-boards.greenhouse.io/fictiv/jobs/8639999002,2026-07-16,2026-07-18,Remote,Verified
Robust.AI,,,MM,"San Carlos, CA",SF,,Physical AI - AI-powered collaborative mobile robots (AMRs) for wareho,https://jobs.lever.co/robust-ai/79e3b27b-3782-4fa9-ac25-e2acc2d17bec,2026-07-16,,Remote,Needs check
Encord,,"$200,000-$275,000",Ent,"San Francisco, CA",SF,,"Physical AI - software - data infrastructure for training robotics, au",https://jobs.ashbyhq.com/encord/8a88f55e-ae21-4a3f-b2ba-a72fa196007a,2026-07-16,,SF,Needs check
Covariant,,"$360,000-$400,000",Ent,"Berkeley/San Francisco, CA",Hybrid (NYC office 2-3x/week) - not full Rem,,"Physical AI - foundation models / embodied AI (""Covariant Brain"") for",https://job-boards.greenhouse.io/covariance/jobs/5823506004,2026-07-16,,NYC,Verified
Ouster,,,MM/Ent,"San Francisco, CA",Remote-US,,Physical AI - lidar / perception sensors,https://ouster.applytojob.com/apply/w26vMYF2Tb/Account-Executive-Security,2026-07-16,,Remote,Verified
Ouster,,,MM/Ent,"San Francisco, CA","SF (hybrid, office-based)",,Physical AI - lidar / perception sensors,https://ouster.applytojob.com/apply/7dmMtkdXW1/Account-Executive-Industrial-Solutions,2026-07-16,,SF,Verified
Chef Robotics,,$230K+,Ent,"San Francisco, CA",Remote (US),,Physical AI - RaaS food-manufacturing automation (robotic food assembl,https://jobs.lever.co/ChefRobotics/1126b88a-318a-4bb5-b2e5-7cb9e7c2ad3c,2026-07-16,,Remote,Verified
FORT Robotics,,,Ent,"Philadelphia, PA",Remote-US,,"Physical AI - safety/control systems for robots, defense/OEM/automatio",https://job-boards.greenhouse.io/fortrobotics/jobs/4706606005,2026-07-16,,Remote,Verified
DroneDeploy,,,MM/Ent,"San Francisco, CA",Remote-US,,"Physical AI - aerial autonomy / reality capture (drones, 360/fixed cam",https://jobs.lever.co/dronedeploy/35e22786-0923-4b33-b578-5171058cc0f3,2026-07-16,2026-01-14,Remote,Verified
Coram AI,,"$140,000 - $210,000",MM,"Sunnyvale, CA",On-site,,Physical AI - computer vision / machine vision (video security),https://jobs.ashbyhq.com/coram-ai/3b5977d4-dad3-4c6b-ae2c-4ba1355c543f,2026-07-16,,NYC,Verified
Coram AI,,"$140,000 - $210,000",MM,"Sunnyvale, CA",On-site,,Physical AI - computer vision / machine vision (video security),https://jobs.ashbyhq.com/coram-ai/a24cf243-411b-473d-bfa7-b7671aa60a0c,2026-07-16,,SF,Verified
Verkada,,"$180,000 - $220,000",MM,"San Mateo, CA",On-site,,Physical AI - machine vision / sensor hardware (physical security),https://job-boards.greenhouse.io/verkada/jobs/4388198007,2026-07-16,,SF,Verified
Verkada,,"$150,000 - $190,000",MM,"San Mateo, CA",On-site,,Physical AI - machine vision / sensor hardware (physical security),https://job-boards.greenhouse.io/verkada/jobs/4103493007,2026-07-16,,NYC,Verified
Glacier,,"$200,000-$300,000",MM/Ent,"San Francisco, CA",Remote-US,,Physical AI - robotics (automated recycling/sorting robots + AI-powere,https://jobs.ashbyhq.com/glacier/eba5a4fd-3a34-442a-931f-065e4fde048a,2026-07-16,,Remote,Verified
Samsara,,"$152,000 - $190,000",MM,"San Francisco, CA",Remote-US (regional restriction),,Physical AI - IoT sensing & AI for physical operations (fleet/industri,https://www.samsara.com/company/careers/roles/7609147,2026-07-16,,Remote,Verified
Samsara,,"$152,000 - $190,000",MM,"San Francisco, CA",Remote-US (regional restriction),,Physical AI - IoT sensing & AI for physical operations (fleet/industri,https://www.samsara.com/company/careers/roles/7609126,2026-07-16,,Remote,Verified
HiveMQ,,$130K-$165K,Ent,"Landshut, Germany (US operations)",Remote (United States),,Physical AI - industrial IoT / Industry 4.0 (MQTT edge-to-cloud data p,https://jobs.ashbyhq.com/hivemq/e1bb71d8-5c43-4e31-81e1-908ef2227f4d,2026-07-16,2026,Remote,Verified
Rescale,,$212K-$312K,Ent,"San Francisco, CA",Remote (United States),,Physical AI - simulation & digital engineering for aerospace/manufactu,https://jobs.ashbyhq.com/rescale/7776708f-9d26-44a6-9246-49d49e9d8cdb,2026-07-16,2026,Remote,Verified
Coram AI,,,MM,"Sunnyvale, CA","OnSite - San Francisco, CA",,Physical AI - machine vision / AI video security for businesses,https://jobs.ashbyhq.com/coram-ai/c2c9c4d8-f58b-4c69-b7c2-140cbbb1f3b3,2026-07-16,,SF,Verified
MaintainX,,,MM,"San Francisco, CA","Remote (United States, all hubs)",,Physical AI - AI-powered maintenance & asset management / predictive m,https://jobs.ashbyhq.com/maintainx/358944a4-876a-4eb3-8b58-9471a84d8471,2026-07-16,,Remote,Verified
OpenSpace,,~$225K-$250K,Ent,"San Francisco, CA","Remote-US, up to 50% travel",,Physical AI - 3D reconstruction / digital twin (construction reality c,https://www.openspace.ai/careers?gh_jid=7767257003,2026-07-16,,Remote,Verified
VNTANA,,,MM,"Los Angeles, CA",Fully remote (US),,Physical AI - spatial computing / 3D & AR for manufacturing/e-commerce,https://www.vntana.com/careers/accountexecutivemanufacturingindustrialmarkets/,2026-07-16,,Remote,Verified
Spot AI,,"up to $330,000",Ent,"Mountain View / Burlingame, CA",Remote-US,,Physical AI - machine vision (AI coworkers for physical operations),https://jobs.spot.ai/jobs/542272-enterprise-account-executive-remote-west-coast-sf,2026-07-16,,Remote,Verified
Spot AI,,"$180,000 - $250,000",Ent,"Mountain View / Burlingame, CA",Remote-US,,Physical AI - machine vision (AI coworkers for physical operations),https://jobs.spot.ai/jobs/595429-enterprise-account-executive-remote-east-coast,2026-07-16,,Remote,Verified
Coram AI,,"$140,000 - $210,000",MM,"San Francisco, CA",Onsite/Hybrid,,Physical AI - machine vision (video security/autonomous physical monit,https://jobs.ashbyhq.com/coram-ai/38bce15a-8b88-47ee-991a-0a992f4ead51,2026-07-16,,NYC,Needs check
Scale AI,,,Ent,"San Francisco, CA",Onsite/Hybrid (NYC or SF),,Physical AI - autonomous vehicles & robotics data/training,https://job-boards.greenhouse.io/scaleai/jobs/4689917005,2026-07-16,2026-04-28,NYC,Verified
CivilGrid,,"$300,000 - $350,000",Ent,"San Francisco, CA",Remote-US,,Physical AI - geospatial AI / infrastructure monitoring (underground u,https://jobs.ashbyhq.com/civilgrid/a7af8803-c3ff-4722-8f70-631a5d9cb525,2026-07-16,2026-05-22,Remote,Verified
Buzz Solutions,,,MM/Ent,New York/Remote,Remote-US,,Physical AI - autonomous inspection (AI/computer vision for power line,https://job-boards.greenhouse.io/buzzsolutions/jobs/5198584008,2026-07-16,2026-04-23,Remote,Verified
Buzz Solutions,,,MM/Ent,New York/Remote,Remote-US,,Physical AI - autonomous inspection (AI/computer vision for power line,https://job-boards.greenhouse.io/buzzsolutions/jobs/5195558008,2026-07-16,2026-04-23,Remote,Verified
Ouster,,,Ent,"San Francisco, CA",Remote-US,,Physical AI - lidar sensing / machine vision,https://ouster.applytojob.com/apply/w26vMYF2Tb/Account-Executive,2026-07-16,,Remote,Verified
Tutor Intelligence,,$150K-$200K,MM,"Watertown, MA (Boston metro)","In-office, Watertown MA",,Physical AI - Robotics / Industrial Automation (robotic palletizing),https://jobs.lever.co/tutorintelligence/0e325304-1d44-4354-b1ef-7619ace3a9aa,2026-07-16,,Boston,Verified
Postman,,"$180,000-$230,000 + equity",MM,"San Francisco, CA","Hybrid, Boston-based",,B2B SaaS - API platform,https://job-boards.greenhouse.io/postman/jobs/7722310003,2026-07-16,,Boston,Verified
LinkSquares,,"$150,000-$230,000",MM,"Boston, MA","Hybrid, Boston",,B2B SaaS - contract lifecycle management (legal tech),https://job-boards.greenhouse.io/linksquareslinkedin/jobs/4681642005,2026-07-16,,Boston,Verified
Sumo Logic,,,MM,"Redwood City, CA",Boston-based,,B2B SaaS - observability/security analytics,https://job-boards.greenhouse.io/sumologic/jobs/7967590,2026-07-16,,Boston,Verified
Smartsheet,,,MM,"Bellevue, WA","Boston, MA (remote eligible within US)",,B2B SaaS - work management platform,https://job-boards.greenhouse.io/smartsheet/jobs/8035899,2026-07-16,,Boston,Verified
CodeRabbit,,"$240,000",MM,"San Francisco, CA","Boston, MA",,B2B SaaS - AI code review / dev tools,https://jobs.ashbyhq.com/coderabbit/05b6c12c-93f4-41d7-bd37-86e15fbff96f,2026-07-16,2026-06-27,Boston,Verified
CodeRabbit,,"$300,000",Ent,"San Francisco, CA","Boston, MA",,B2B SaaS - AI code review / dev tools,https://jobs.ashbyhq.com/coderabbit/fbc33bde-b933-4f7d-9e08-f8f127ce8532,2026-07-16,2026-04-30,Boston,Verified
ClickUp,,,MM,"San Diego, CA",Boston Office,,B2B SaaS - productivity/AI workspace,https://jobs.ashbyhq.com/clickup/dd8854ea-24c2-4c7d-8825-396016000ee6,2026-07-16,2026-07-01,Boston,Verified
Lovable,,,MM/Ent,"Stockholm, Sweden",Boston,,B2B SaaS - AI software creation platform,https://jobs.ashbyhq.com/lovable/118e129c-1634-4bd2-bf1b-a99a28aa6608,2026-07-16,2026-04-14,Boston,Verified
Antithesis,,,Ent,"San Francisco, CA",Boston,,B2B SaaS - developer tools / software testing,https://jobs.ashbyhq.com/antithesis/f9bb98c5-4625-4030-b6da-3fcc0c72d4fb,2026-07-16,2026-05-04,Boston,Verified
Logz.io,,,MM,"Tel Aviv, Israel / Boston, MA","Hybrid, 3 days/week onsite Boston",,B2B SaaS - observability platform,https://jobs.lever.co/logz/c986e018-2a13-4788-aff6-157c2453767c,2026-07-16,2026-07-01,Boston,Verified
Contentsquare,,,MM,"Paris, France / New York, NY",Boston listed among East region locations,,B2B SaaS - experience analytics / martech,https://jobs.lever.co/contentsquare/05424bb5-488e-4013-8ca4-bee4efcdf6bc,2026-07-16,,Boston,Verified
Matillion,,,Ent,"Manchester, UK","Remote, East Coast USA (Boston-tied requisit",,B2B SaaS - AI data automation platform,https://jobs.lever.co/matillion/d1e30399-742d-4a36-be74-5008af810606,2026-07-16,,Boston,Verified
Pigment,,,MM,Paris/New York,Hybrid,,B2B SaaS - business planning / FP&A platform,https://jobs.lever.co/pigment/dc29bce0-4b62-4952-a335-78983d9228ad,2026-07-16,,Austin,Verified
Rox Data Corp,,,Ent,San Francisco,Austin-based,,B2B SaaS - AI-native revenue/GTM platform,https://jobs.ashbyhq.com/Rox-Data-Corp/31fda8e9-38eb-4ece-a8f7-183798546458,2026-07-16,2025-12-12,Austin,Verified
CodeRabbit,,,Ent,San Francisco,Austin-based,,B2B SaaS - AI code review / dev tools,https://jobs.ashbyhq.com/coderabbit/078b6d69-3d82-44dc-a818-7cbae328a230,2026-07-16,2026-04-23,Austin,Verified
OneCrew,,,SMB/MM,Austin,"In-office, Austin (3 days min)",,B2B SaaS - vertical software for paving/concrete contractors,https://jobs.ashbyhq.com/onecrew/83b5eaf7-ffdd-497e-943a-b10c5c532d2b,2026-07-16,2026-03-10,Austin,Verified
1Password,,,MM,Toronto,Austin-based,,B2B SaaS - cybersecurity / identity & access management,https://jobs.ashbyhq.com/1Password/4d30b4e9-c586-458c-a982-70a6ca3289a1,2026-07-16,2026-07-09,Austin,Verified
